,Address,Property Type,Price,Beds,Bath,Square Feet,Brokerages,Borough,Zipcode,Neighborhood,Longitude,Latitude
2953,"323 E 53rd Street Ter Ste BNew York, NY 10022",Condo ,950000.0,1,1.0,560.0, Sotheby's International Realty ,Manhattan,10022.0,Gramercy Park,-73.9660912,40.7564316
2954,"6939A Park Dr E Unit AKew Garden Hills, NY 11367",Pending,399000.0,1,1.0,2184.207862, Douglas Elliman ,Queens,11367.0,Central Queens,-73.8267722,40.7231998
2955,"1060 Park Avenue Ave Unit 2GManhattan, NY 10128",Co-op ,1460000.0,2,2.0,2184.207862, Brown Harris Stevens ,Manhattan,10128.0,Upper East Side,-73.9570373,40.7812136
2956,"144-11 Sanford Ave Unit 6LFlushing, NY 11355",Co-op ,269000.0,3,1.0,2184.207862, Showcase Realty Inc,Queens,11355.0,North Queens,-73.8203855,40.7592939
2957,"70 Washington St Ph RBrooklyn, NY 11201",Condo ,1695000.0,1,2.0,1072.0, Corcoran,Brooklyn,11201.0,Northwest Brooklyn,-73.9899069,40.7020349
2958,"1275 E 51st St Apt 5ZBrooklyn, NY 11234",Co-op ,155000.0,3,1.0,2184.207862, COMPASS,Brooklyn,11234.0,Canarsie,-73.9265933,40.6299057
2959,"261-36 Langston Ave Unit 2NDGlen Oaks, NY 11004",Co-op ,449000.0,2,1.0,764.0, Compass Greater NY LLC,Queens,11004.0,Southwest Queens,-73.7166669,40.7526861
2960,"41-18 27th St Apt 1ANew York, NY 11101",Pending,825000.0,2,2.0,930.0, Corcoran,Manhattan,11101.0,Northwest Queens,-73.9389442,40.7515161
2961,"1838 Brown StBrooklyn, NY 11229",Multi-family home ,938000.0,5,3.0,1890.0, EXIT REALTY TOP PROPERTIES,Brooklyn,11229.0,South Brooklyn,-73.9413437,40.6065668
2962,"1060 E 52nd StBrooklyn, NY 11234",House ,690000.0,2,2.0,1500.0," Pamela Lee, Realtor",Brooklyn,11234.0,Canarsie,-73.9268315,40.6342245
2963,"1914 Bay Ridge AveBrooklyn, NY 11204",House ,1499000.0,5,2.5,2088.0, RE MAX,Brooklyn,11204.0,Borough Park,-73.9901308,40.6151781
2964,"651 Vanderbilt St Apt 7KBrooklyn, NY 11218",Co-op ,795000.0,2,1.0,2184.207862, Serhant,Brooklyn,11218.0,Borough Park,-73.9744629,40.654461
2965,"2620 Ocean Pkwy Apt 3FBrooklyn, NY 11235",Co-op ,300000.0,2,1.0,800.0, J. Sikar Realty,Brooklyn,11235.0,South Brooklyn,-73.9668364,40.5860215
2966,"77 W 55th St # 2AKNew York, NY 10019",Condo ,1100000.0,2,2.0,2184.207862, Corcoran,Manhattan,10019.0,Chelsea,-73.9776229,40.7630485
2967,"641 Fifth Ave Unit 42HNew York, NY 10022",Condo ,5000000.0,2,2.0,1780.0, Douglas Elliman ,Manhattan,10022.0,Gramercy Park,-73.9760875,40.7592091
2968,"14 Stuyvesant AveBrooklyn, NY 11221",House ,2500000.0,8,4.0,6425.0, Douglas Elliman ,Brooklyn,11221.0,Williamsburg,-73.9349507,40.6960918
2969,"640 Ditmas Ave Apt 29Brooklyn, NY 11218",Condo ,425000.0,1,1.0,603.0, COMPASS,Brooklyn,11218.0,Borough Park,-73.971649,40.6360061
2970,"25 Tudor City Pl Apt 2006Manhattan, NY 10017",Co-op ,280000.0,3,1.0,2184.207862, COMPASS,Manhattan,10017.0,Gramercy Park,-73.9705383,40.7486808
2971,"1714 E 29th StBrooklyn, NY 11229",House ,1149000.0,3,2.0,1660.0, RE MAX,Brooklyn,11229.0,South Brooklyn,-73.9448683,40.6093215
2972,"110-55 72nd Rd Unit 309Forest Hills, NY 11375",Co-op ,410000.0,2,2.0,2184.207862, The Co,Queens,11375.0,West Central Queens,-73.84052,40.7203199
2973,"26-25 141 St Unit 5AFlushing, NY 11354",Co-op ,268000.0,1,1.0,660.0, Sany Realty Group Llc,Queens,11354.0,North Queens,-73.8277862,40.7739672
2974,"480 Park Avenue Ave Unit 18HManhattan, NY 10022",Co-op ,6000000.0,4,4.0,2184.207862, Brown Harris Stevens,Manhattan,10022.0,Gramercy Park,-73.9703842,40.7625546
2975,"150 Central Park SNew York, NY 10019",Co-op ,4650000.0,3,3.0,2184.207862, Sotheby's International Realty ,Manhattan,10019.0,Chelsea,-73.9779145,40.7661258
2976,"52 E 66th StNew York, NY 10065",House ,24500000.0,6,8.0,8400.0, Corcoran,Manhattan,10065.0,Upper East Side,-73.967656,40.7675628
2977,"82-25 Queens Blvd Unit 4AElmhurst, NY 11373",Condo ,660000.0,2,2.0,970.0, Jamie & Connie Real Estate Grp,Queens,11373.0,West Queens,-73.8803546,40.7376925
2978,"12 Maple TerStaten Island, NY 10306",House ,465000.0,2,2.0,1048.0, Homefinders of SI Inc.,Staten Island,10306.0,South Shore,-74.1009652,40.5636372
2979,"90 William St Apt 6CNew York, NY 10038",Condo ,1175000.0,2,2.0,1072.0, Nest Seekers International,Manhattan,10038.0,Lower Manhattan,-74.0074731,40.7081041
2980,"149-47 115th StSouth Ozone Park, NY 11420",Pending,698999.0,3,2.0,2184.207862," Ronald Greene, Realtor",Queens,11420.0,nan,-73.8253534,40.6680173
2981,"18 Fillmore PlBrooklyn, NY 11211",Pending,5250000.0,4,4.0,2184.207862, Corcoran,Brooklyn,11211.0,Green Point,-73.9587962,40.7140169
2982,"5848 150th StFlushing, NY 11355",House ,1078000.0,3,2.0,1260.0, CENTURY 21,Queens,11355.0,North Queens,-73.8191116,40.7421583
2983,"8301 Ridge Blvd Apt 4DBrooklyn, NY 11209",Co-op ,349000.0,1,1.0,652.0," BEN BAY REALTY CO OF BAY RIDGE, LLC",Brooklyn,11209.0,Southwest Brooklyn,-74.0323073,40.6259955
2984,"61-20 Grand Central Pkwy Unit C102Forest Hills, NY 11375",Co-op ,269995.0,1,1.0,2184.207862, Exp Realty,Queens,11375.0,West Central Queens,-73.8470718,40.7379227
2985,"144 Bay 50th StBrooklyn, NY 11214",Multi-family home ,1590000.0,7,4.0,1739.0, RE MAX,Brooklyn,11214.0,Southwest Brooklyn,-73.9869629,40.5859774
2988,"10 Bay Street Lndg Apt 1GStaten Island, NY 10301",Contingent,375000.0,1,1.0,900.0, R New York,Staten Island,10301.0,Stapleton,-74.073964,40.638118
2989,"108 Willow StBrooklyn, NY 11201",Multi-family home ,6999000.0,6,3.0,2184.207862, Corcoran,Brooklyn,11201.0,Northwest Brooklyn,-73.995861,40.697795
2990,"530 Grand St Unit D4C4New York City, NY 10002",Co-op ,1398000.0,4,2.0,2184.207862, LoHo Realty Inc,Manhattan,10002.0,Lower East Side,-73.9809765,40.7147871
2991,"857 E 37th StEast Flatbush, NY 11203",House ,750000.0,3,2.0,1868.0, Peace Of Mind Realty,Brooklyn,11203.0,Flatbush,-73.9409763,40.6359284
2992,"600 W 111th St Unit 2BNew York, NY 10025",Co-op ,629000.0,1,1.0,2184.207862, Highline Residential ,Manhattan,10025.0,Upper East Side,-73.966726,40.8048821
2993,"327 Avenue PBrooklyn, NY 11204",House ,1150000.0,3,2.0,1280.0, CENTURY 21,Brooklyn,11204.0,Borough Park,-73.9717704,40.6193771
2994,"64 E 7th StNew York, NY 10003",House ,12500000.0,4,6.0,7500.0, Douglas Elliman ,Manhattan,10003.0,Lower East Side,-73.9870777,40.7273703
2995,"22 Oakville StStaten Island, NY 10314",House ,699900.0,3,2.0,1420.0, Century 21 Zaloom Realty,Staten Island,10314.0,Mid Island,-74.1318297,40.5986989
2996,"34 Center DrMalba, NY 11357",Pending,1098888.0,2,3.0,2184.207862, Keller Williams,Queens,11357.0,North Queens,-73.828053,40.7899772
2997,"110-35 72 Rd Unit 108Forest Hills, NY 11375",Co-op ,519000.0,2,2.0,1079.0, Realty Connect Usa L I Inc,Queens,11375.0,West Central Queens,-73.84052,40.7203199
2998,"1176 Bushwick AveBrooklyn, NY 11221",Pending,1200000.0,3,2.5,3280.0, REO First Choice Realty LLC.,Brooklyn,11221.0,Williamsburg,-73.916949,40.688515
2999,"61-20 Grand Central Pkwy Unit C500Forest Hills, NY 11375",Co-op ,279000.0,1,1.0,2184.207862, E Z Sell Realty,Queens,11375.0,West Central Queens,-73.8470718,40.7379227
3000,"29-11 Butler StEast Elmhurst, NY 11369",Multi-family home ,1325000.0,6,4.0,2184.207862, Telemundo Realty Corp,Queens,11369.0,West Queens,-73.8628798,40.7635384
3001,"57 Peacock LoopStaten Island, NY 10309",House ,635000.0,4,2.0,1684.0, Weichert Realtors Evolution Group,Staten Island,10309.0,South Shore,-74.2217959,40.5307866
3002,"173 Wright StStaten Island, NY 10304",Contingent,499000.0,3,2.0,1450.0," Tom Crimmins Realty, Ltd.",Staten Island,10304.0,Stapleton,-74.0811056,40.629123
3003,"118 Miller AveBrooklyn, NY 11207",Multi-family home ,1100000.0,7,2.5,1040.0, CENTURY 21,Brooklyn,11207.0,East New York,-73.892987,40.6784973
3004,"83-52 Talbot St Unit 2GKew Gardens, NY 11415",Co-op ,199000.0,1,1.0,600.0, Crossings Realty,Queens,11415.0,nan,-73.8279947,40.7085553
3005,"333 E 119th St Apt 6CManhattan, NY 10035",Co-op ,550000.0,2,2.0,1012.0, COMPASS,Manhattan,10035.0,East Harlem,-73.9351095,40.7986288
3006,"3304 Junction Blvd Apt 4SJackson Heights, NY 11372",Co-op ,518000.0,3,2.0,2184.207862, Charles Rutenberg Realty Inc,Queens,11372.0,West Queens,-73.8736566,40.7568027
3007,"23 E 67th StNew York, NY 10065",Townhouse ,26000000.0,8,6.0,10940.0, Serhant,Manhattan,10065.0,Upper East Side,-73.9678746,40.7688699
3008,"575 4th Ave Apt 10DBrooklyn, NY 11215",Condo ,1250000.0,2,2.0,1057.0, Brown Harris Stevens,Brooklyn,11215.0,Northwest Brooklyn,-73.9922171,40.6655513
3009,"133 E 91st StNew York, NY 10128",Townhouse ,8750000.0,3,4.0,4275.0, Douglas Elliman ,Manhattan,10128.0,Upper East Side,-73.9535589,40.7829849
3010,"61 N Henry St Fl 4Brooklyn, NY 11222",Condo ,1465000.0,2,1.0,1107.0, Serhant,Brooklyn,11222.0,Green Point,-73.9430921,40.7213959
3011,"39-82 65th Pl Unit 4FWoodside, NY 11377",Co-op ,278000.0,1,1.0,2184.207862, Voro Llc,Queens,11377.0,West Queens,-73.8992843,40.7439196
3012,"21-41 34th Ave Unit 5DAstoria, NY 11106",Co-op ,469000.0,2,1.0,2184.207862, COMPASS,Queens,11106.0,Northwest Queens,-73.9321744,40.7623991
3013,"35-41 205 St Unit 291Bayside, NY 11361",Co-op ,225000.0,1,1.0,2184.207862, Weichert Realtors TMT Group,Queens,11361.0,Northeast Queens,-73.78272,40.7667099
3014,"1893 Longfellow AveBronx, NY 10460",Multi-family home ,1100000.0,4,3.0,3664.0, RE MAX Distinguished Homes & Properties,Bronx,10460.0,Central Bronx,-73.8826337,40.8389133
3015,"71-60 163rd StFresh Meadows, NY 11365",Multi-family home ,1960000.0,8,7.0,2184.207862, E Realty International Corp,Queens,11365.0,Central Queens,-73.8065818,40.7286837
3016,"62 Daleham StBrooklyn, NY 10308",Pending,799000.0,4,2.0,1560.0, COMPASS,Brooklyn,10308.0,South Shore,-74.1530498,40.5642806
3017,"4551 Kings HwyBrooklyn, NY 11234",Multi-family home ,949000.0,5,3.0,2184.207862, Coldwell Banker,Brooklyn,11234.0,Canarsie,-73.9330774,40.6290233
3018,"3032 Brighton 1st StBrooklyn, NY 11235",Multi-family home ,799000.0,4,2.0,1716.0, Integrity Core Realty,Brooklyn,11235.0,South Brooklyn,-73.9670934,40.5778456
3019,"20 Keen CtBrooklyn, NY 11229",House ,699000.0,3,3.0,1280.0, Doreen Greenwood Inc.,Brooklyn,11229.0,South Brooklyn,-73.9253044,40.5877725
3020,"917 Hylan BlvdStaten Island, NY 10305",House ,900000.0,3,2.0,1248.0," Robert Defalco Realty, Inc.",Staten Island,10305.0,Stapleton,-74.0732699,40.5981713
3022,"235-18 147 RdRosedale, NY 11422",Multi-family home ,1235000.0,8,5.0,2538.0, Exp Realty,Queens,11422.0,Southwest Queens,-73.745832,40.6565969
3023,"11 E 92nd St Apt 1Manhattan, NY 10128",Co-op ,3295000.0,2,2.0,2184.207862, Brown Harris Stevens,Manhattan,10128.0,Upper East Side,-73.9571579,40.7852991
3024,"328 W 96th St Apt 5CNew York, NY 10025",Co-op ,595000.0,2,1.0,2184.207862, Elegran Real Estate And Development,Manhattan,10025.0,Upper East Side,-73.9745834,40.7955171
3025,"2900 Ocean Ave Apt 5NBrooklyn, NY 11235",Condo ,269000.0,3,1.0,485.0, Chous Realty Group Inc,Brooklyn,11235.0,South Brooklyn,-73.9499887,40.590145
3026,"17 Bianca CtStaten Island, NY 10312",Townhouse ,548000.0,2,2.0,1354.0, Ashford Homes,Staten Island,10312.0,South Shore,-74.184535,40.5646084
3027,"1050 Fifth Ave Apt 17DNew York, NY 10028",Co-op ,6995000.0,4,4.0,2184.207862, Corcoran,Manhattan,10028.0,Upper East Side,-73.9600313,40.7816743
3028,"114 Garfield Pl Apt 1RBrooklyn, NY 11215",Co-op ,1150000.0,2,1.0,900.0, COMPASS,Brooklyn,11215.0,Northwest Brooklyn,-73.9803629,40.6737554
3029,"10 Park Ave Unit 11KNew York, NY 10016",Contingent,595000.0,1,1.0,2184.207862, William Raveis New York City,Manhattan,10016.0,Gramercy Park,-73.9813841,40.7473555
3030,"1025 45th St Unit 4Brooklyn, NY 11219",Condo ,799000.0,5,2.0,1500.0, RE MAX,Brooklyn,11219.0,Borough Park,-73.9953527,40.6409434
3031,"327 E 22nd St Unit 6AManhattan, NY 10010",Condo ,2110000.0,2,2.0,1326.0, COMPASS,Manhattan,10010.0,Gramercy Park,-73.9799267,40.7367893
3032,"164 W 88th St Unit TownhouseManhattan, NY 10024",Townhouse ,4200000.0,5,4.0,4480.0, Brown Harris Stevens,Manhattan,10024.0,Upper East Side,-73.9731887,40.788437
3033,"93-04 177th StJamaica, NY 11433",Multi-family home ,450000.0,4,2.0,2184.207862, Keller Williams,Queens,11433.0,Jamaica,-73.7835572,40.7065602
3034,"1625 Emmons Ave Apt 4YBrooklyn, NY 11235",Co-op ,385000.0,1,1.0,779.0," AMERIHOMES REALTY OF NY, INC.",Brooklyn,11235.0,South Brooklyn,-73.9522667,40.5834583
3035,"118-10 202nd StSaint Albans, NY 11412",House ,649999.0,4,1.0,2184.207862, Real Broker NY LLC,Queens,11412.0,Jamaica,-73.7495584,40.6936825
3036,"307 72nd St Apt 4BBrooklyn, NY 11209",Condo ,539000.0,2,1.0,708.0, Myrta55 Real Estate ,Brooklyn,11209.0,Southwest Brooklyn,-74.0266446,40.633546
3037,"21 Locust CtStaten Island, NY 10309",Pending,550000.0,3,2.0,1292.0, COMPASS,Staten Island,10309.0,South Shore,-74.2109853,40.5482041
3038,"1139 72nd StBrooklyn, NY 11228",House ,1525000.0,3,2.0,1650.0, RE MAX,Brooklyn,11228.0,Southwest Brooklyn,-74.0088847,40.6242186
3039,"1068 51st StBrooklyn, NY 11219",Multi-family home ,2100000.0,6,2.0,2720.0, RE MAX,Brooklyn,11219.0,Borough Park,-73.9984062,40.6366874
3040,"2249 Seward AveBronx, NY 10473",House ,625000.0,3,2.0,1944.0, BESMATCH REAL ESTATE,Bronx,10473.0,Southeast Bronx,-73.8465699,40.8216537
3041,"135-16 221st StSpringfield Gardens, NY 11413",House ,728888.0,4,3.0,1379.0, Chase Global Realty Corp,Queens,11413.0,Southwest Queens,-73.7492797,40.6767141
3042,"529 E 84th St Apt 2BNew York, NY 10028",Co-op ,739000.0,2,1.0,2184.207862, One Manhattan real estate ,Manhattan,10028.0,Upper East Side,-73.9467221,40.7741621
3043,"45-01 Utopia PkwyFlushing, NY 11358",Multi-family home ,1290000.0,3,2.0,2184.207862, East Coast REALTORS Inc,Queens,11358.0,North Queens,-73.7924388,40.7554032
3044,"756 Calhoun AveBronx, NY 10465",Multi-family home ,675000.0,3,2.0,1750.0, Exp Realty,Bronx,10465.0,Southeast Bronx,-73.824848,40.8266591
3045,"221 Edinboro RdStaten Island, NY 10306",Contingent,950000.0,3,2.0,1364.0," Sari Kingsley, Real Estate",Staten Island,10306.0,South Shore,-74.1348919,40.5781512
3046,"10229 Davenport CtHoward Beach, NY 11414",House ,550000.0,3,2.0,1221.0, Infinity LUXXE Estates LLC,Queens,11414.0,nan,-73.8286059,40.653784
3047,"19-36 75th StEast Elmhurst, NY 11370",House ,1099999.0,3,1.0,1100.0, Serhant LLC,Queens,11370.0,West Queens,-73.8950248,40.7709973
3048,"1017 Dumont AveBrooklyn, NY 11208",Multi-family home ,906300.0,8,4.0,3116.0, REALHome Services & Solutions,Brooklyn,11208.0,East New York,-73.8810259,40.668499
3049,"410 W 24th St # 18BCENew York, NY 10011",Co-op ,5900000.0,3,4.0,3000.0, Corcoran,Manhattan,10011.0,Chelsea,-74.0013378,40.7472085
3050,"555 W 59th St Apt 19BManhattan, NY 10019",Condo ,2700000.0,3,3.0,1689.0, COMPASS,Manhattan,10019.0,Chelsea,-73.9895943,40.7715251
3051,"130-35 145th StJamaica, NY 11436",House ,659000.0,4,2.0,2184.207862, Realty Executives Today,Queens,11436.0,Jamaica,-73.7942558,40.6695117
3052,"215 Cornelia St Unit 1ABrooklyn, NY 11221",Condo ,898000.0,1,2.0,1340.0," Modern Spaces, LLC",Brooklyn,11221.0,Williamsburg,-73.9131908,40.6928399
3053,"151-31 88th St Unit 2FHoward Beach, NY 11414",Co-op ,189990.0,1,1.0,2184.207862, COMPASS,Queens,11414.0,nan,-73.8471901,40.6668092
3054,"12-11 Jackson AveLong Island City, NY 11101",Multi-family home ,2150000.0,6,2.0,2184.207862, Rock Realty Inc,Queens,11101.0,Northwest Queens,-73.9505652,40.7438369
3055,"24 5th Ave Apt 510Manhattan, NY 10011",Co-op ,550000.0,3,1.0,2184.207862, COMPASS,Manhattan,10011.0,Chelsea,-73.9959886,40.7330596
3056,"285 Riverside Dr Apt 11GNew York, NY 10025",Co-op ,2100000.0,3,3.0,1968.0, Douglas Elliman  ,Manhattan,10025.0,Upper East Side,-73.9723967,40.7989206
3057,"163-36 98th StHoward Beach, NY 11414",Pending,1088888.0,3,4.0,2550.0, Douglas Elliman ,Queens,11414.0,nan,-73.8335563,40.6520565
3058,"3636 Barnes AveBronx, NY 10467",House ,499000.0,5,2.0,1236.0, Real Estate Authorities Inc,Bronx,10467.0,Fordham,-73.8613522,40.879318
3059,"622 W 114th St Apt 53New York, NY 10025",Co-op ,1795000.0,4,3.0,2184.207862, Corcoran,Manhattan,10025.0,Upper East Side,-73.966129,40.80699
3060,"515 E 72nd St Apt 29DNew York, NY 10021",Condo ,2300000.0,2,2.0,1163.0, Broadway Realty,Manhattan,10021.0,Upper East Side,-73.9527719,40.7666839
3061,"90-47 176th StJamaica, NY 11432",Pending,749000.0,3,3.0,1368.0, Keller Williams,Queens,11432.0,Jamaica,-73.7844919,40.7088867
3062,"306 Lincoln Rd Apt 2LBrooklyn, NY 11225",Condo ,594900.0,2,1.0,729.0, Island Advantage Realty Llc,Brooklyn,11225.0,Flatbush,-73.9525371,40.6612226
3063,"1746 Bergen StBrooklyn, NY 11233",Townhouse ,1399000.0,4,2.0,1700.0, COMPASS,Brooklyn,11233.0,Central Brooklyn,-73.9243055,40.6745279
3064,"144-49 Barclay Ave Unit 7BQueens, NY 11355",Condo ,639000.0,2,2.0,800.0, CENTURY 21,Queens,11355.0,North Queens,-73.8194905,40.7603904
3065,"673 Knickerbocker Ave Unit BldgBrooklyn, NY 11221",Multi-family home ,1995000.0,9,3.0,3600.0, Brick & Mortar Llc,Brooklyn,11221.0,Williamsburg,-73.9113766,40.6950726
3066,"2337 Foster AveDitmas Park, NY 11226",Multi-family home ,1250000.0,5,2.0,2376.0, Classic Service Realty Inc,Brooklyn,11226.0,Flatbush,-73.9547608,40.6383413
3067,"88 Brooklyn Ave Apt A6Brooklyn, NY 11216",Contingent,275000.0,3,1.0,363.0, Ivey North,Brooklyn,11216.0,Central Brooklyn,-73.9444319,40.6770084
3068,"129 E 69th St Apt 7BNew York, NY 10021",Co-op ,3495000.0,3,3.0,2184.207862, Sotheby's International Realty ,Manhattan,10021.0,Upper East Side,-73.9638365,40.7687653
3069,"36 Hamilton Ave Apt 6KStaten Island, NY 10301",Pending,325000.0,2,1.0,2184.207862, Modern Spaces Love Your Place,Staten Island,10301.0,Stapleton,-74.0787385,40.6449121
3070,"142 Joralemon St Ste 14DBrooklyn, NY 11201",Co-op ,500000.0,3,2.0,2184.207862, Elegran Real Estate And Development,Brooklyn,11201.0,Northwest Brooklyn,-73.9936086,40.6927721
3071,"2 Bay Club Dr Apt 15Z4Bayside, NY 11360",Condo ,349000.0,3,1.0,500.0, Century 21 Bay Benjamin,Queens,11360.0,North Queens,-73.781048,40.778411
3072,"26 4th PlBrooklyn, NY 11231",Multi-family home ,3195000.0,4,4.0,3612.0, Douglas Elliman ,Brooklyn,11231.0,Northwest Brooklyn,-74.0011264,40.6784683
3073,"6 E 69th StNew York, NY 10021",Townhouse ,24950000.0,7,5.0,12000.0, Nest Seekers International,Manhattan,10021.0,Upper East Side,-73.9679334,40.7700688
3074,"116-40 148th StJamaica, NY 11436",House ,709999.0,4,2.0,2184.207862, Listed New York Elite Inc,Queens,11436.0,Jamaica,-73.793438,40.6811881
3075,"226 Fingerboard RdStaten Island, NY 10305",House ,774900.0,3,2.0,1335.0, JM Properties,Staten Island,10305.0,Stapleton,-74.0681791,40.6058796
3076,"251 Kelly BlvdStaten Island, NY 10314",Multi-family home ,988000.0,3,2.0,3061.0, Hometime Estates LLC,Staten Island,10314.0,Mid Island,-74.1568196,40.5838227
3077,"98-20 62 Dr Unit 15FRego Park, NY 11374",Co-op ,275000.0,1,1.0,2184.207862, NY Empire Real Estate,Queens,11374.0,West Central Queens,-73.85851,40.7334099
3078,"68-05 138 St Unit 3BKew Gardens Hills, NY 11367",Co-op ,219000.0,1,1.0,2184.207862, Winzone Realty Inc,Queens,11367.0,Central Queens,-73.8286528,40.7315119
3079,"212 E 84th St Apt 2CManhattan, NY 10028",Co-op ,439000.0,1,1.0,2184.207862, Brown Harris Stevens,Manhattan,10028.0,Upper East Side,-73.9541834,40.7770851
3080,"24 5th Ave Apt 1512Manhattan, NY 10011",Co-op ,425000.0,3,1.0,2184.207862, COMPASS,Manhattan,10011.0,Chelsea,-73.9959886,40.7330596
3081,"829 Pine StBrooklyn, NY 11208",Multi-family home ,599999.0,4,2.0,2184.207862, Coldwell Banker,Brooklyn,11208.0,East New York,-73.868117,40.6647996
3082,"2120 E 26th StBrooklyn, NY 11229",Multi-family home ,1139000.0,3,3.0,2520.0, RE MAX,Brooklyn,11229.0,South Brooklyn,-73.9458671,40.5994335
3083,"605 E 57th StBrooklyn, NY 11234",House ,680000.0,3,2.0,1296.0, BHHS Fillmore R.E.,Brooklyn,11234.0,Canarsie,-73.9218484,40.6381159
3084,"11549 Inwood StJamaica, NY 11436",Multi-family home ,2300000.0,11,6.0,2184.207862, Nexthome All Island,Queens,11436.0,Jamaica,-73.7962038,40.6818734
3085,"155 Bay St Apt 4FStaten Island, NY 10301",Condo ,560000.0,2,2.0,1008.0, Gateway Arms Realty Corp.,Staten Island,10301.0,Stapleton,-74.0756332,40.638148
3086,"53 E 126th StNew York, NY 10035",Multi-family home ,1600000.0,9,3.0,3000.0, The Greene Realty Group,Manhattan,10035.0,East Harlem,-73.9392312,40.8062235
3087,"80 Park Avenue Ave Unit 10BManhattan, NY 10016",Condo ,699900.0,3,1.0,558.0, Brown Harris Stevens ,Manhattan,10016.0,Gramercy Park,-73.9795235,40.7502793
3088,"150 W 51st St Apt 2116New York, NY 10019",Condo ,1650000.0,3,2.0,1493.0, ALTA Real Estate,Manhattan,10019.0,Chelsea,-73.9826113,40.7612516
3089,"319 E 50th St Apt 9ENew York, NY 10022",Co-op ,679000.0,1,1.0,2184.207862, Corcoran,Manhattan,10022.0,Gramercy Park,-73.9675207,40.7546656
3090,"271 McDonald Ave Apt 1ABrooklyn, NY 11218",Condo ,1249000.0,2,2.0,2158.0, COMPASS,Brooklyn,11218.0,Borough Park,-73.98013,40.648091
3091,"162 E 2nd St Apt 1ANew York, NY 10009",Co-op ,438000.0,1,1.0,2184.207862, Corcoran,Manhattan,10009.0,Lower East Side,-73.98509,40.7228235
3092,"99-72 66 Rd Unit 7CRego Park, NY 11374",Co-op ,449000.0,2,1.0,2184.207862, City Realty Group,Queens,11374.0,West Central Queens,-73.8522092,40.7282347
3093,"205 E 10th St Apt 4DNew York, NY 10003",Co-op ,699000.0,1,1.0,2184.207862, Douglas Elliman ,Manhattan,10003.0,Lower East Side,-73.9861097,40.729738
3094,"501 E 136th StBronx, NY 10454",Land ,1400000.0,3,2.5,2184.207862, Oxford Property Group,Bronx,10454.0,Hunts Point,-73.9202661,40.8065368
3100,"100 W 121st St Apt 64New York, NY 10027",Co-op ,600000.0,3,2.0,1000.0, Link Ny Realty,Manhattan,10027.0,Central Harlem,-73.9478167,40.8052883
3101,"116-34 146th StJamaica, NY 11436",House ,686000.0,3,2.0,2184.207862, Voro Llc,Queens,11436.0,Jamaica,-73.7952952,40.6808451
3102,"540 W 49th St Ph 8NNew York, NY 10019",Condo ,2255000.0,2,2.0,1450.0, BHHS New York Properties,Manhattan,10019.0,Chelsea,-73.994257,40.764655
3103,"210 Jefferson AveBrooklyn, NY 11216",Pending,2500000.0,5,4.0,4400.0, COMPASS,Brooklyn,11216.0,Central Brooklyn,-73.9491758,40.6832052
3104,"85-26 Edgerton BlvdJamaica, NY 11432",Pending,1848888.0,6,4.0,3234.0, Keller Williams,Queens,11432.0,Jamaica,-73.7872685,40.7160582
3105,"601 Kappock St Apt 2EBronx, NY 10463",Co-op ,259900.0,2,1.0,850.0, RE MAX,Bronx,10463.0,Riverdale,-73.916004,40.8789773
3106,"9707 4th Ave Apt 5RBrooklyn, NY 11209",Co-op ,399000.0,1,1.0,750.0, RE MAX,Brooklyn,11209.0,Southwest Brooklyn,-74.0315729,40.614285
3107,"1272 E 70th StBrooklyn, NY 11234",Multi-family home ,1479000.0,7,2.5,4200.0, TALK OF THE TOWN REALTY C,Brooklyn,11234.0,Canarsie,-73.913742,40.6244327
3108,"7315 Avenue UBrooklyn, NY 11234",Pending,559900.0,5,2.0,1886.0, Fillmore Real Estate,Brooklyn,11234.0,Canarsie,-73.905796,40.6211924
3109,"80 Park Hill CirStaten Island, NY 10304",House ,599000.0,3,2.0,1196.0, Prospect We Realty Inc.,Staten Island,10304.0,Stapleton,-74.0775836,40.6175888
3110,"57-34 159th StFresh Meadows, NY 11365",Multi-family home ,2480000.0,7,6.0,2740.0, Tiffany Moves You Inc,Queens,11365.0,Central Queens,-73.8094885,40.7411879
3111,"176 Washington ParkBrooklyn, NY 11205",Multi-family home ,5995000.0,8,6.0,6500.0, Douglas Elliman ,Brooklyn,11205.0,Northwest Brooklyn,-73.9732656,40.691847
3112,"40 E 62nd St Apt 5WNew York, NY 10065",Condo ,4750000.0,3,2.0,2060.0, Corcoran,Manhattan,10065.0,Upper East Side,-73.9694663,40.7649484
3113,"131 Darnell LnStaten Island, NY 10309",Multi-family home ,778000.0,4,3.0,1300.0," Robert Defalco Realty, Inc.",Staten Island,10309.0,South Shore,-74.2226504,40.5358271
3114,"1046 Morris AveBronx, NY 10456",Multi-family home ,1125000.0,6,3.0,3354.0, BESMATCH REAL ESTATE,Bronx,10456.0,High Bridge,-73.9159236,40.8296324
3115,"42-31 Colden St Unit F6DFlushing, NY 11355",Condo ,550000.0,1,1.0,721.0, Jamie & Connie Real Estate Grp,Queens,11355.0,North Queens,-73.8261514,40.7539009
